Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,RevenuePerMonth,ServiceBundleScore,HighRiskContract,FiberOpticUser,PaperlessHighRisk,SingleCustomer,HighMonthlyCharges,TenureChargesRatio,ChargesPerService,StabilityScore,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,LifecycleStage_Growing,LifecycleStage_Loyal,LifecycleStage_Mature,LifecycleStage_New
1078,0,1,0,0,59,1,1,0,1,0,0,0,0,1,79.2,4590.35,76.50583333333334,3,0,1,1,1,0,0.7356608478802992,19.8,2,False,True,False,False,False,True,False,True,False,False,False,True,False,False
327,0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,46.35,1,1,1,1,1,0,0.028030833917309043,35.175,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
4891,1,0,1,0,4,1,1,0,0,1,0,1,0,0,65.6,250.1,50.019999999999996,4,1,0,0,0,0,0.060060060060060066,13.12,1,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3477,0,0,0,0,18,1,1,0,0,0,0,0,0,1,74.15,1345.75,70.82894736842105,2,1,1,1,1,0,0.2395209580838323,24.71666666666667,0,False,True,False,True,False,False,False,False,True,False,True,False,False,False
6532,0,1,0,0,18,1,0,0,0,0,0,0,0,0,20.35,369.6,19.45263157894737,1,0,0,0,1,0,0.8430913348946135,10.175,1,False,False,True,False,True,False,True,False,False,False,True,False,False,False
5961,0,0,0,0,1,0,0,0,0,1,1,0,0,0,35.9,35.9,17.95,2,1,0,0,1,0,0.02710027100271003,11.966666666666667,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True
6352,1,0,1,0,42,1,1,1,0,1,0,0,1,1,94.4,4014.6,93.36279069767441,5,1,1,1,0,1,0.440251572327044,15.733333333333334,2,False,True,False,True,False,False,False,False,True,False,False,False,True,False
3555,1,0,0,0,20,1,1,0,0,0,0,1,0,1,85.25,1734.5,82.5952380952381,3,1,1,1,1,0,0.2318840579710145,21.3125,0,False,True,False,True,False,False,False,False,True,False,True,False,False,False
2049,0,0,1,0,69,1,1,0,1,1,0,0,0,1,85.4,5869.4,83.84857142857142,4,1,1,1,0,0,0.798611111111111,17.080000000000002,2,False,True,False,True,False,False,True,False,False,False,False,True,False,False
2733,0,0,1,0,1,1,0,0,0,0,0,1,0,1,55.3,55.3,27.65,2,1,0,1,0,0,0.017761989342806397,18.433333333333334,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True
1759,1,0,0,0,20,1,0,0,0,0,0,0,0,0,19.4,415.4,19.780952380952378,1,1,0,0,1,0,0.9803921568627452,9.7,0,False,False,True,True,False,False,False,False,False,True,True,False,False,False
3849,0,0,1,0,58,1,1,1,1,1,0,1,1,1,109.45,6144.55,104.14491525423729,7,0,1,1,0,1,0.5251244907197827,13.68125,3,False,True,False,False,False,True,True,False,False,False,False,True,False,False
6092,0,0,1,0,72,1,1,1,1,1,1,0,0,1,94.25,6849.75,93.83219178082192,6,0,1,1,0,1,0.7559055118110236,13.464285714285714,3,False,True,False,False,False,True,True,False,False,False,False,True,False,False
5440,0,0,1,1,19,1,0,0,0,1,0,0,0,1,49.6,962.9,48.144999999999996,2,1,0,1,0,0,0.37549407114624506,16.533333333333335,2,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2281,0,0,0,0,16,1,1,0,0,1,0,0,1,1,65.2,1043.35,61.3735294117647,4,1,0,1,1,0,0.2416918429003021,13.040000000000001,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False
3229,0,0,0,0,12,1,1,0,0,0,0,1,1,1,94.2,1046.1,80.46923076923076,4,1,1,1,1,1,0.12605042016806722,18.84,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5307,1,0,1,1,1,1,0,0,0,0,0,1,1,1,90.1,90.1,45.05,3,1,1,1,0,1,0.010976948408342482,22.525,2,False,True,False,True,False,False,False,False,True,False,False,False,False,True
6498,0,0,0,0,1,1,0,0,1,1,0,0,0,1,82.3,82.3,41.15,3,1,1,1,1,0,0.012004801920768308,20.575,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5703,1,1,0,0,72,1,1,0,0,0,0,0,0,0,25.4,1809.35,24.785616438356165,2,0,0,0,1,0,2.7272727272727275,8.466666666666667,2,False,False,True,False,False,True,True,False,False,False,False,True,False,False
6061,0,0,0,1,26,1,1,0,0,0,0,0,0,1,49.5,1265.65,46.87592592592593,2,1,0,1,0,0,0.5148514851485149,16.5,2,True,False,False,True,False,False,False,False,False,True,False,False,True,False
3384,0,0,1,1,4,1,0,0,0,1,0,0,0,1,73.75,325.45,65.09,2,1,1,1,0,0,0.05351170568561873,24.583333333333332,2,False,True,False,True,False,False,False,False,True,False,False,False,False,True
7038,1,0,1,1,24,1,1,1,0,1,1,1,1,1,84.8,1990.5,79.62,7,0,0,1,0,0,0.27972027972027974,10.6,3,True,False,False,False,True,False,False,False,False,True,True,False,False,False
3168,0,0,0,0,50,1,0,0,0,0,0,0,0,1,19.35,1033.0,20.254901960784313,1,0,0,1,1,0,2.457002457002457,9.675,2,False,False,True,False,True,False,False,False,False,True,False,True,False,False
4302,1,0,0,0,51,1,0,1,0,0,0,1,0,0,86.35,4267.15,82.06057692307692,3,0,1,0,1,0,0.5838580423583286,21.5875,2,False,True,False,False,True,False,False,False,False,True,False,True,False,False
5848,1,0,1,1,72,1,1,1,1,1,1,0,1,0,103.95,7517.7,102.98219178082192,7,0,1,0,0,1,0.6860409718913768,12.99375,4,False,True,False,False,False,True,False,True,False,False,False,True,False,False
6218,0,0,1,1,70,0,0,0,1,1,1,1,1,1,58.4,4113.15,57.93169014084506,5,0,0,1,0,0,1.1784511784511784,9.733333333333333,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False
6278,0,0,1,0,70,1,1,0,0,1,1,1,1,1,104.3,7188.5,101.24647887323944,6,0,1,1,0,1,0.6647673314339981,14.9,3,False,True,False,False,False,True,True,False,False,False,False,True,False,False
3469,0,1,0,0,15,1,0,0,0,0,0,1,1,1,91.5,1400.3,87.51875,3,1,1,1,1,1,0.16216216216216217,22.875,0,False,True,False,True,False,False,False,False,True,False,True,False,False,False
1027,0,0,0,0,47,1,1,1,0,1,0,1,0,0,94.9,4615.25,96.15104166666667,5,0,1,0,1,1,0.4900938477580813,15.816666666666668,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False
4009,1,0,0,0,63,1,0,1,1,1,1,1,1,1,86.7,5309.5,82.9609375,7,0,0,1,1,0,0.7183580387685291,10.8375,2,True,False,False,False,False,True,True,False,False,False,False,True,False,False
2515,0,0,0,0,64,1,1,1,1,1,1,1,1,1,115.1,7334.05,112.83153846153846,8,0,1,1,1,1,0.5512489233419466,12.788888888888888,2,False,True,False,False,False,True,True,False,False,False,False,True,False,False
4159,0,1,0,0,59,1,1,1,1,1,0,0,0,1,89.75,5496.9,91.615,5,1,1,1,1,0,0.650137741046832,14.958333333333334,1,False,True,False,True,False,False,False,False,True,False,False,True,False,False
3865,0,0,0,1,1,1,1,0,0,0,0,0,0,0,24.0,24.0,12.0,2,1,0,0,0,0,0.04,8.0,1,False,False,True,True,False,False,False,False,False,True,False,False,False,True
3284,1,0,0,0,40,1,1,0,0,0,0,1,0,1,84.9,3369.05,82.1719512195122,3,1,1,1,1,0,0.46565774155995343,21.225,1,False,True,False,True,False,False,False,False,True,False,False,False,True,False
4007,1,0,1,0,55,1,1,0,0,0,0,0,0,0,25.7,1443.65,25.779464285714287,2,0,0,0,0,0,2.059925093632959,8.566666666666666,3,False,False,True,False,False,True,True,False,False,False,False,True,False,False
3809,1,0,0,0,50,1,0,0,0,0,0,0,0,0,20.15,989.05,19.39313725490196,1,0,0,0,1,0,2.364066193853428,10.075,2,False,False,True,False,True,False,False,True,False,False,False,True,False,False
5221,0,1,1,1,65,1,1,0,1,1,0,1,1,1,107.45,7047.5,106.78030303030303,6,0,1,1,0,1,0.5993545412632549,15.35,4,False,True,False,False,True,False,False,False,True,False,False,True,False,False
2813,1,0,0,0,68,1,1,0,0,0,0,0,0,0,24.55,1657.4,24.020289855072466,2,0,0,0,1,0,2.6614481409001955,8.183333333333334,2,False,False,True,False,False,True,False,False,False,True,False,True,False,False
3319,0,0,0,0,2,1,0,1,0,0,0,1,1,1,70.75,146.9,48.96666666666667,4,1,0,1,1,0,0.027874564459930314,14.15,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
4929,1,1,1,0,63,1,0,1,1,1,1,1,1,1,84.0,5329.55,83.27421875,7,0,0,1,0,0,0.7411764705882353,10.5,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False
1997,0,0,1,1,67,1,1,0,0,1,1,1,1,1,105.65,6717.9,98.79264705882352,6,0,1,1,0,1,0.6282231598687295,15.092857142857143,4,False,True,False,False,False,True,True,False,False,False,False,True,False,False
6333,0,1,0,0,60,1,1,0,0,1,1,1,1,1,106.0,6441.4,105.5967213114754,6,0,1,1,1,1,0.5607476635514018,15.142857142857142,2,False,True,False,False,True,False,False,False,True,False,False,True,False,False
6956,1,1,0,0,67,1,1,1,1,0,1,0,0,1,64.55,4250.1,62.5014705882353,5,0,0,1,1,0,1.0221205186880244,10.758333333333333,2,True,False,False,False,False,True,True,False,False,False,False,True,False,False
6077,0,0,1,0,62,1,1,1,1,1,1,1,1,0,113.95,6891.4,109.38730158730158,8,0,1,0,0,1,0.5393649412788168,12.661111111111111,3,False,True,False,False,False,True,False,False,False,True,False,True,False,False
3959,1,0,0,0,59,1,0,0,0,1,0,0,1,1,61.35,3645.5,60.75833333333333,3,0,0,1,1,0,0.9462710505212509,15.3375,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False
4465,1,0,0,0,31,0,0,0,0,1,0,1,1,1,50.05,1523.4,47.60625,3,0,0,1,1,0,0.6072477962781587,12.5125,2,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1475,0,1,1,0,69,1,1,0,1,0,1,1,1,0,105.4,6998.95,99.985,6,0,1,0,0,1,0.6484962406015037,15.057142857142859,3,False,True,False,False,False,True,False,True,False,False,False,True,False,False
4948,0,0,0,0,4,1,0,0,0,0,0,1,0,0,55.5,227.35,45.47,2,1,0,0,1,0,0.07079646017699115,18.5,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True
4509,0,0,0,0,1,1,0,0,1,0,0,1,0,0,84.3,84.3,42.15,3,1,1,0,1,0,0.011723329425556858,21.075,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2794,0,0,0,0,28,1,0,1,1,0,0,0,0,0,56.05,1522.65,52.505172413793105,3,1,0,0,1,0,0.49079754601226994,14.0125,1,True,False,False,True,False,False,False,False,True,False,False,False,True,False
5184,0,0,1,0,68,1,1,1,1,0,0,0,0,1,84.7,5711.05,82.76884057971014,4,0,1,1,0,0,0.793465577596266,16.94,3,False,True,False,False,False,True,True,False,False,False,False,True,False,False
921,1,0,0,0,12,1,0,0,0,0,0,0,0,0,20.45,255.35,19.642307692307693,1,1,0,0,1,0,0.5594405594405595,10.225,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
5240,0,1,1,0,65,1,0,0,1,1,1,1,1,1,105.85,6725.5,101.90151515151516,6,0,1,1,0,1,0.6083294337856809,15.12142857142857,3,False,True,False,False,False,True,False,True,False,False,False,True,False,False
5549,0,0,0,0,3,1,0,0,1,0,1,1,1,1,97.9,315.3,78.825,5,1,1,1,1,1,0.030333670374115267,16.316666666666666,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
1647,1,0,1,1,11,1,0,0,0,0,0,1,0,1,79.5,868.5,72.375,2,1,1,1,0,0,0.13664596273291926,26.5,2,False,True,False,True,False,False,True,False,False,False,False,False,False,True
3618,1,0,1,1,47,1,1,0,1,0,0,0,0,0,54.25,2538.2,52.87916666666666,3,1,0,0,0,0,0.8506787330316742,13.5625,3,True,False,False,True,False,False,False,False,True,False,False,False,True,False
2536,1,0,0,0,25,1,1,0,0,0,0,0,0,0,25.3,676.35,26.013461538461538,2,0,0,0,1,0,0.9505703422053232,8.433333333333334,2,False,False,True,False,True,False,True,False,False,False,False,False,True,False
1943,1,0,0,0,1,1,1,0,0,0,0,0,0,1,49.8,49.8,24.9,2,1,0,1,1,0,0.01968503937007874,16.599999999999998,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True
1545,1,0,0,0,63,1,1,0,1,1,0,1,1,1,104.75,6536.5,102.1328125,6,0,1,1,1,1,0.5957446808510638,14.964285714285714,2,False,True,False,False,False,True,True,False,False,False,False,True,False,False
4980,0,1,1,0,22,1,1,0,0,0,0,0,0,0,25.6,548.8,23.86086956521739,2,0,0,0,0,0,0.8270676691729323,8.533333333333333,2,False,False,True,False,True,False,True,False,False,False,True,False,False,False
452,1,0,1,0,60,0,0,0,1,1,1,1,1,1,60.2,3582.4,58.72786885245902,5,1,0,1,0,0,0.9803921568627451,10.033333333333333,2,True,False,False,True,False,False,True,False,False,False,False,True,False,False
4012,0,0,0,0,1,1,0,0,1,0,0,0,0,0,50.55,50.55,25.275,2,1,0,0,1,0,0.019398642095053348,16.849999999999998,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
2973,0,0,1,1,62,1,0,0,1,1,0,1,1,1,100.15,6283.3,99.73492063492064,5,1,1,1,0,1,0.6129510627780523,16.691666666666666,3,False,True,False,True,False,False,False,False,True,False,False,True,False,False
1129,1,1,0,0,47,1,1,0,0,0,0,1,0,1,86.05,3865.6,80.53333333333333,3,1,1,1,1,0,0.539919586444572,21.5125,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False
5794,1,1,1,0,72,1,1,0,1,1,1,1,1,1,109.75,7932.5,108.66438356164383,7,0,1,1,0,1,0.6501128668171557,13.71875,3,False,True,False,False,False,True,True,False,False,False,False,True,False,False
5322,0,0,1,0,26,1,0,0,1,1,1,1,1,0,81.9,2078.55,76.98333333333333,6,1,0,0,0,0,0.31363088057901084,11.700000000000001,2,True,False,False,True,False,False,True,False,False,False,False,False,True,False
3349,0,0,1,0,11,1,1,0,0,1,0,1,1,1,99.5,1056.95,88.07916666666667,5,1,1,1,0,1,0.10945273631840796,16.583333333333332,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True
3409,0,1,1,0,70,1,1,1,1,1,1,1,1,1,113.65,7714.65,108.65704225352113,8,0,1,1,0,1,0.6105538595726123,12.627777777777778,3,False,True,False,False,False,True,False,False,True,False,False,True,False,False
2035,0,0,0,1,43,1,0,1,1,0,0,0,1,1,63.95,2737.05,62.20568181818182,4,1,0,1,0,0,0.6620477290223248,12.790000000000001,2,True,False,False,True,False,False,False,False,True,False,False,False,True,False
5821,0,0,1,0,69,1,1,0,0,0,0,0,0,1,26.3,1763.55,25.193571428571428,2,0,0,1,0,0,2.5274725274725274,8.766666666666667,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1170,1,0,1,1,72,1,1,1,1,1,1,1,1,1,114.0,8093.15,110.86506849315067,8,0,1,1,0,1,0.6260869565217392,12.666666666666666,4,False,True,False,False,False,True,False,False,True,False,False,True,False,False
2380,1,0,1,1,60,1,1,0,1,0,1,1,1,1,103.75,5969.95,97.86803278688524,6,1,1,1,0,1,0.5727923627684964,14.821428571428571,3,False,True,False,True,False,False,True,False,False,False,False,True,False,False
6798,0,0,0,0,13,1,0,0,0,0,0,0,0,1,70.15,886.7,63.33571428571429,1,1,1,1,1,0,0.18271257905832747,35.075,0,False,True,False,True,False,False,False,False,False,True,True,False,False,False
1365,1,0,1,0,59,0,0,0,1,0,0,0,1,1,41.05,2452.7,40.87833333333333,2,1,0,1,0,0,1.4030915576694412,13.683333333333332,2,True,False,False,True,False,False,True,False,False,False,False,True,False,False
5919,1,0,0,0,67,1,0,1,0,1,0,0,1,0,65.55,4361.55,64.14044117647059,4,0,0,0,1,0,1.0067618332081143,13.11,2,True,False,False,False,False,True,True,False,False,False,False,True,False,False
2484,1,0,1,1,12,1,0,0,0,0,0,0,0,0,20.5,255.5,19.653846153846153,1,1,0,0,0,0,0.5581395348837209,10.25,2,False,False,True,True,False,False,False,False,False,True,False,False,False,True
3778,1,0,0,0,3,1,1,0,0,0,0,0,0,0,50.4,137.25,34.3125,2,1,0,0,1,0,0.058365758754863814,16.8,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True
4016,0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.35,45.35,22.675,1,1,0,0,1,0,0.02157497303128371,22.675,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True
1374,1,0,1,1,45,1,0,1,1,1,1,1,1,1,84.35,3858.05,83.87065217391304,7,0,0,1,0,0,0.5272407732864676,10.54375,4,True,False,False,False,False,True,False,False,False,True,False,False,True,False
6548,1,0,1,1,31,1,0,0,0,1,1,0,0,0,54.35,1647.0,51.46875,3,1,0,0,0,0,0.5600722673893406,13.5875,3,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2041,1,0,0,0,7,1,0,0,0,0,0,0,0,0,19.45,165.35,20.66875,1,0,0,0,1,0,0.3422982885085575,9.725,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True
3300,0,0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,579.4,17.041176470588233,1,0,0,0,0,0,1.5639810426540284,10.05,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False
4306,1,0,1,1,40,1,1,1,1,0,1,1,1,1,110.1,4469.1,109.00243902439026,7,1,1,1,0,1,0.36003600360036003,13.7625,3,False,True,False,True,False,False,False,True,False,False,False,False,True,False
774,1,0,1,0,33,1,0,0,0,1,0,1,1,1,95.8,3036.75,89.31617647058823,4,0,1,1,0,1,0.34090909090909094,19.16,3,False,True,False,False,True,False,False,False,True,False,False,False,True,False
5463,0,0,1,1,1,1,0,0,0,0,0,0,0,1,44.35,44.35,22.175,1,1,0,1,0,0,0.022050716648291068,22.175,2,True,False,False,True,False,False,True,False,False,False,False,False,False,True
4920,0,0,1,1,71,1,0,0,0,0,0,0,0,0,20.1,1389.6,19.299999999999997,1,0,0,0,0,0,3.3649289099526065,10.05,4,False,False,True,False,False,True,True,False,False,False,False,True,False,False
3410,1,0,0,0,3,1,0,0,0,0,0,1,0,0,53.4,188.7,47.175,2,1,0,0,1,0,0.05514705882352941,17.8,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True
5247,0,0,0,0,27,1,1,0,0,0,0,1,1,1,94.55,2724.6,97.30714285714285,4,1,1,1,1,1,0.282574568288854,18.91,1,False,True,False,True,False,False,False,False,False,True,False,False,True,False
5289,0,0,0,0,61,1,1,1,1,1,1,1,1,1,115.1,6993.65,112.8008064516129,8,0,1,1,1,1,0.5254091300602929,12.788888888888888,2,False,True,False,False,True,False,False,False,False,True,False,True,False,False
5580,1,0,0,0,48,1,0,0,0,0,0,0,0,0,19.95,1004.5,20.5,1,0,0,0,1,0,2.2911694510739857,9.975,2,False,False,True,False,True,False,True,False,False,False,False,False,True,False
2838,0,0,0,0,41,1,0,0,0,0,0,0,0,0,20.0,810.3,19.29285714285714,1,0,0,0,1,0,1.9523809523809523,10.0,2,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1625,0,0,1,0,9,1,0,0,0,1,0,0,0,1,75.75,655.9,65.59,2,1,1,1,0,0,0.11726384364820847,25.25,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True
569,0,0,0,0,11,0,0,0,1,1,1,0,0,1,40.4,422.6,35.21666666666667,3,0,0,1,1,0,0.26570048309178745,10.1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True
1147,0,0,0,0,3,1,1,0,0,0,0,1,0,1,60.25,170.5,42.625,3,1,0,1,1,0,0.04897959183673469,15.0625,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
3779,1,1,1,1,66,1,1,1,1,1,1,1,0,0,79.4,5154.6,76.93432835820896,7,0,0,0,0,0,0.8208955223880596,9.925,4,True,False,False,False,False,True,False,True,False,False,False,True,False,False
5258,1,0,0,0,69,1,1,0,1,0,1,1,1,1,104.7,7220.35,103.14785714285715,6,0,1,1,1,1,0.6527909176915799,14.957142857142857,2,False,True,False,False,True,False,True,False,False,False,False,True,False,False
4717,1,0,1,0,38,1,1,1,0,1,1,1,1,1,110.7,4428.6,113.55384615384617,7,0,1,1,0,1,0.34019695613249773,13.8375,3,False,True,False,False,True,False,False,False,True,False,False,False,True,False
4463,1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.85,69.85,34.925,1,1,1,1,1,0,0.014114326040931546,34.925,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
5813,1,0,1,1,48,1,1,1,1,1,1,1,1,0,111.8,5443.65,111.09489795918367,8,0,1,0,0,1,0.425531914893617,12.422222222222222,4,False,True,False,False,False,True,False,True,False,False,False,False,True,False
2716,0,0,1,0,19,1,0,0,0,0,0,0,0,0,44.9,839.65,41.9825,1,1,0,0,0,0,0.4139433551198257,22.45,1,True,False,False,True,False,False,False,False,False,True,True,False,False,False
6430,0,0,1,1,16,1,0,0,0,0,0,0,0,0,19.35,275.9,16.22941176470588,1,1,0,0,0,0,0.7862407862407862,9.675,2,False,False,True,True,False,False,False,False,False,True,True,False,False,False
2996,0,0,0,0,18,1,1,1,0,1,0,0,0,1,60.6,1156.35,60.86052631578947,4,1,0,1,1,0,0.2922077922077922,12.120000000000001,0,True,False,False,True,False,False,False,False,False,True,True,False,False,False
2618,1,0,1,1,25,1,0,0,0,0,0,0,0,0,19.9,505.45,19.440384615384616,1,0,0,0,0,0,1.1961722488038278,9.95,4,False,False,True,False,True,False,False,False,True,False,False,False,True,False
6359,1,0,1,1,55,1,0,0,1,0,1,0,0,0,79.4,4238.45,75.68660714285714,3,1,1,0,0,0,0.6840796019900497,19.85,3,False,True,False,True,False,False,False,False,True,False,False,True,False,False
723,1,0,0,0,3,1,0,0,0,0,0,0,0,1,45.35,141.5,35.375,1,1,0,1,1,0,0.06472491909385113,22.675,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
4518,1,1,0,0,8,1,1,0,0,1,0,0,0,1,81.25,585.95,65.10555555555555,3,1,1,1,1,0,0.0972644376899696,20.3125,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
2656,0,0,0,0,39,1,0,0,0,0,1,0,1,0,59.3,2209.15,55.228750000000005,3,0,0,0,1,0,0.6467661691542289,14.825,2,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2001,0,0,0,0,5,1,0,0,0,0,0,0,0,0,20.15,117.95,19.658333333333335,1,1,0,0,1,0,0.2364066193853428,10.075,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
4804,0,0,0,0,61,1,1,1,1,1,1,1,1,1,118.6,7365.7,118.8016129032258,8,0,1,1,1,1,0.5100334448160535,13.177777777777777,2,False,True,False,False,True,False,False,False,True,False,False,True,False,False
4924,0,0,0,0,1,0,0,0,0,0,0,1,0,1,35.75,35.75,17.875,1,1,0,1,1,0,0.027210884353741496,17.875,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
4575,1,0,0,0,4,1,1,0,0,0,0,0,0,0,25.25,101.9,20.380000000000003,2,1,0,0,1,0,0.1523809523809524,8.416666666666666,0,False,False,True,True,False,False,False,False,False,True,False,False,False,True
923,0,0,1,0,63,1,1,1,1,0,0,1,1,1,79.7,4786.15,74.78359375,6,0,0,1,0,0,0.7806691449814126,11.385714285714286,3,True,False,False,False,True,False,False,True,False,False,False,True,False,False
5182,1,0,0,0,12,1,1,0,0,0,0,0,0,0,24.95,280.4,21.569230769230767,2,0,0,0,1,0,0.4624277456647399,8.316666666666666,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True
6930,0,0,1,0,3,1,1,0,0,0,0,0,0,1,75.15,216.75,54.1875,2,1,1,1,0,0,0.03939592908732764,25.05,1,False,True,False,True,False,False,False,True,False,False,False,False,False,True
178,0,0,1,1,15,1,1,0,1,1,0,1,1,1,105.35,1559.25,97.453125,6,1,1,1,0,1,0.14104372355430184,15.049999999999999,2,False,True,False,True,False,False,True,False,False,False,True,False,False,False
6966,1,0,0,1,50,0,0,1,1,0,0,1,0,1,43.05,2208.05,43.29509803921569,3,0,0,1,0,0,1.1350737797956867,10.7625,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False
6205,1,0,1,0,42,1,1,0,1,1,0,1,0,1,95.25,3959.35,92.07790697674419,5,1,1,1,0,1,0.43636363636363634,15.875,2,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1322,0,0,1,0,10,1,0,0,0,0,0,0,0,1,19.95,187.75,17.068181818181817,1,1,0,1,0,0,0.47732696897374705,9.975,1,False,False,True,True,False,False,True,False,False,False,False,False,False,True
2106,1,0,1,1,55,1,0,1,0,0,0,0,1,0,59.45,3157.0,56.375,3,0,0,0,0,0,0.9098428453267162,14.8625,4,True,False,False,False,True,False,False,True,False,False,False,True,False,False
136,0,0,0,0,23,1,0,1,0,0,0,0,0,1,75.0,1778.5,74.10416666666667,2,1,1,1,1,0,0.3026315789473684,25.0,0,False,True,False,True,False,False,True,False,False,False,True,False,False,False
3588,1,0,1,0,9,1,1,0,1,1,0,0,1,1,69.05,653.95,65.39500000000001,5,1,0,1,0,0,0.1284796573875803,11.508333333333333,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True
2166,0,1,1,0,59,1,1,1,1,1,1,0,0,1,94.05,5483.9,91.39833333333333,6,0,1,1,0,1,0.6207259337190952,13.435714285714285,3,False,True,False,False,True,False,False,False,True,False,False,True,False,False
2920,0,0,1,0,72,1,0,1,1,1,1,1,1,0,85.1,6155.4,84.32054794520548,7,0,0,0,0,0,0.8362369337979094,10.6375,3,True,False,False,False,False,True,False,False,False,True,False,True,False,False
2238,0,0,0,0,1,1,0,0,0,0,1,1,1,1,95.85,95.85,47.925,4,1,1,1,1,1,0.010325245224574084,19.169999999999998,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True
530,0,0,1,1,24,1,0,0,0,0,0,0,0,1,21.1,490.65,19.625999999999998,1,0,0,1,0,0,1.085972850678733,10.55,3,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1378,0,0,1,1,58,1,1,0,1,0,0,1,0,1,66.8,3970.4,67.2949152542373,4,1,0,1,0,0,0.8554572271386431,13.36,3,True,False,False,True,False,False,True,False,False,False,False,True,False,False
691,1,0,1,1,31,1,1,1,1,0,1,0,1,1,75.25,2344.5,73.265625,6,0,0,1,0,0,0.4065573770491803,10.75,4,True,False,False,False,True,False,True,False,False,False,False,False,True,False
3520,0,0,1,0,16,1,0,0,0,0,0,0,0,0,19.6,314.45,18.49705882352941,1,1,0,0,0,0,0.7766990291262136,9.8,1,False,False,True,True,False,False,False,False,False,True,True,False,False,False
3974,1,0,1,0,37,1,1,1,0,1,0,1,1,0,79.25,2911.8,76.6263157894737,6,0,0,0,0,0,0.46105919003115264,11.321428571428571,3,True,False,False,False,True,False,False,False,False,True,False,False,True,False
1210,1,0,1,1,17,1,0,0,0,0,0,0,0,1,69.0,1149.65,63.86944444444445,1,1,1,1,0,0,0.24285714285714285,34.5,2,False,True,False,True,False,False,False,False,True,False,True,False,False,False
971,1,0,1,0,49,1,1,1,1,0,0,1,0,1,93.85,4733.1,94.662,5,1,1,1,0,1,0.5166051660516605,15.641666666666666,2,False,True,False,True,False,False,True,False,False,False,False,True,False,False
4764,1,0,0,0,2,1,0,0,0,0,0,0,0,1,45.15,98.5,32.833333333333336,1,1,0,1,1,0,0.04333694474539545,22.575,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True
